LOCATIONID,LOCATIONNAME,ZONELEVELID,geometry
0-EU-ES-08-13-001-019-09-004,El Bon Pastor,8,2.203281|2.200112|2.199375|2.199722|2.195825|2.195608|2.195006|2.194402|2.194143|2.193844|2.193818|2.193949|2.194085|2.195485|2.196052|2.19636|2.196369|2.196393|2.19604|2.196278|2.19677|2.196992|2.197278|2.197812|2.198529|2.199603|2.200873|2.202166|2.203646|2.207295|2.207457|2.205884|2.2106|2.209448|2.207795|2.207531|2.203281|41.44699|41.445443|41.445066|41.442839|41.44258|41.441597|41.439897|41.438437|41.437536|41.436464|41.435174|41.434785|41.434439|41.432704|41.431575|41.430324|41.429675|41.428818|41.426783|41.42666|41.427863|41.428231|41.429037|41.429539|41.42992|41.430274|41.430272|41.429841|41.429333|41.427721|41.428079|41.433004|41.433699|41.436597|41.44102|41.441958|41.44699
0-EU-ES-08-13-001-019-10-008,El Poblenou,8,2.213953|2.210779|2.207405|2.207054|2.210237|2.203982|2.193781|2.194188|2.1956|2.197354|2.196081|2.193909|2.196025|2.198953|2.199888|2.200945|2.201407|2.203871|2.206208|2.213953|41.39591|41.397561|41.400032|41.400303|41.402724|41.407607|41.405037|41.40474|41.403661|41.40233|41.40078|41.398117|41.396474|41.39428|41.393571|41.394466|41.394087|41.392197|41.390358|41.39591
0-EU-ES-08-13-001-019-10-005,El Parc i la Llacuna del Poblenou,8,2.197354|2.194789|2.194024|2.193783|2.192649|2.191503|2.189771|2.188494|2.187121|2.18657|2.186853|2.186861|2.18688|2.186885|2.186562|2.185339|2.182396|2.182948|2.183529|2.183878|2.184555|2.185638|2.186546|2.187764|2.189194|2.189446|2.189867|2.192523|2.193807|2.194984|2.196039|2.19391|2.19673|2.197354|41.402331|41.404283|41.404861|41.405035|41.405892|41.406783|41.405463|41.40449|41.403482|41.403079|41.402457|41.399992|41.397153|41.394762|41.394526|41.393618|41.391423|41.390998|41.390557|41.390294|41.389783|41.390559|41.391212|41.390462|41.391497|41.391688|41.39199|41.393906|41.394835|41.395684|41.396464|41.398117|41.401574|41.402331
0-EU-ES-08-13-001-019-09-005,El Congrés i els Indians,8,2.180759|2.179453|2.179175|2.178651|2.178089|2.177285|2.177209|2.177307|2.177335|2.176596|2.176085|2.176389|2.176788|2.177012|2.178523|2.179673|2.180477|2.180784|2.180881|2.180705|2.181571|2.182564|2.183336|2.1839|2.183921|2.183941|2.184001|2.184094|2.184182|2.184174|2.184252|2.184279|2.184154|2.182949|2.180759|41.427778|41.427842|41.427881|41.427967|41.428058|41.428202|41.427807|41.425911|41.425477|41.425479|41.425476|41.425134|41.42473|41.424501|41.42287|41.421624|41.420748|41.420412|41.420046|41.419348|41.420009|41.420756|41.421324|41.421255|41.4224|41.422681|41.423452|41.424098|41.42469|41.425656|41.427157|41.427627|41.427616|41.427673|41.427778
0-EU-ES-08-13-001-019-10-006,La Vila Olímpica del Poblenou,8,2.206214|2.202735|2.201325|2.200944|2.199887|2.196039|2.194994|2.192544|2.191395|2.190247|2.189484|2.18912|2.187764|2.188692|2.190278|2.192316|2.193024|2.193821|2.194831|2.195891|2.198006|2.198585|2.199639|2.198649|2.198923|2.199256|2.200782|2.206429|2.206214|41.390353|41.393078|41.394152|41.394464|41.393571|41.396463|41.395692|41.393921|41.393092|41.392264|41.391715|41.391443|41.390462|41.389894|41.388856|41.387342|41.386796|41.386196|41.386978|41.38771|41.386066|41.385624|41.384838|41.383071|41.382896|41.382686|41.383352|41.387954|41.390353
0-EU-ES-08-13-001-019-02-001,La Nova Esquerra de l'Eixample,8,2.143714|2.143394|2.143223|2.142651|2.142596|2.142328|2.142138|2.142958|2.14432|2.144749|2.149481|2.150068|2.152954|2.153819|2.158579|2.154606|2.153519|2.148246|2.147646|2.143714|41.390516|41.389433|41.388637|41.385968|41.385536|41.382724|41.380794|41.380276|41.379256|41.378938|41.375189|41.375736|41.37794|41.378631|41.382152|41.385201|41.38599|41.38986|41.389922|41.390516
0-EU-ES-08-13-001-019-02-002,L'Antiga Esquerra de l'Eixample,8,2.163419|2.164095|2.16535|2.164221|2.159412|2.154672|2.147178|2.144763|2.144462|2.14427|2.14399|2.143712|2.147651|2.148251|2.151674|2.154628|2.158576|2.162005|2.163419|41.385786|41.386299|41.387233|41.388067|41.39174|41.395332|41.393505|41.392862|41.392845|41.392567|41.391557|41.390517|41.389919|41.389855|41.387345|41.385184|41.382154|41.38471|41.385786
0-EU-ES-08-13-001-019-02-003,Sant Antoni,8,2.163982|2.163411|2.159813|2.154026|2.151262|2.150619|2.150058|2.149479|2.149649|2.150725|2.152662|2.153063|2.159353|2.166139|2.167527|2.167553|2.163072|2.163636|2.163982|41.385302|41.385779|41.383071|41.378775|41.376648|41.376157|41.375725|41.375187|41.375068|41.37505|41.375017|41.375013|41.374985|41.374964|41.374961|41.375223|41.37877|41.382995|41.385302
0-EU-ES-08-13-001-019-02-004,La Dreta de l'Eixample,8,2.179942|2.180261|2.177128|2.175631|2.177795|2.176853|2.176612|2.174848|2.174419|2.173534|2.173258|2.171417|2.169761|2.168185|2.16753|2.166392|2.165218|2.163093|2.160864|2.159277|2.154667|2.155818|2.158211|2.158699|2.160343|2.160762|2.161932|2.162109|2.162266|2.163037|2.163961|2.164844|2.165349|2.164137|2.163407|2.163982|2.164729|2.166852|2.167525|2.16858|2.169821|2.170327|2.171167|2.171401|2.171792|2.172348|2.172749|2.173432|2.174862|2.175903|2.177428|2.17803|2.179633|2.179942|41.391071|41.391381|41.393753|41.394928|41.396584|41.397301|41.397484|41.39881|41.399133|41.399782|41.399984|41.401407|41.402685|41.401509|41.401024|41.401877|41.40099|41.399391|41.397716|41.396506|41.39533|41.394463|41.39265|41.392279|41.391029|41.390708|41.389818|41.389683|41.38956|41.388972|41.388265|41.387605|41.387234|41.38633|41.385778|41.385302|41.385952|41.38575|41.385686|41.38562|41.385544|41.385982|41.386833|41.386996|41.387358|41.388004|41.388496|41.388995|41.388958|41.388947|41.390087|41.39034|41.390961|41.391071
0-EU-ES-08-13-001-019-02-006,El Fort Pienc,8,2.173263|2.174205|2.176419|2.177795|2.175635|2.176225|2.176745|2.177311|2.180267|2.181108|2.181359|2.182396|2.185661|2.18659|2.186878|2.186871|2.18684|2.186456|2.179647|2.173263|41.399988|41.399299|41.397633|41.396584|41.394929|41.39446|41.394056|41.393616|41.391379|41.392013|41.392206|41.391421|41.393859|41.394548|41.394761|41.397074|41.402456|41.403361|41.401582|41.399988
0-EU-ES-08-13-001-019-03-001,Sants - Badal,8,2.12175|2.121988|2.123253|2.123897|2.124291|2.125653|2.127309|2.128194|2.129038|2.129339|2.130127|2.130718|2.131032|2.131898|2.130414|2.129085|2.125869|2.125297|2.123947|2.122719|2.12175|41.375665|41.375426|41.374901|41.374152|41.373602|41.372787|41.371684|41.371211|41.370766|41.370547|41.369964|41.370508|41.370804|41.371608|41.375561|41.379327|41.377582|41.377178|41.37638|41.375656|41.375665
0-EU-ES-08-13-001-019-03-002,Sants,8,2.14179|2.141804|2.141851|2.141863|2.141835|2.14209|2.142357|2.14296|2.142957|2.142682|2.142138|2.142599|2.142552|2.141524|2.140863|2.140419|2.138991|2.137548|2.135486|2.134262|2.132712|2.131369|2.130197|2.129085|2.129907|2.130432|2.131885|2.132244|2.133605|2.134523|2.134698|2.135153|2.135246|2.136862|2.138089|2.137899|2.13934|2.140434|2.140258|2.141096|2.141005|2.140992|2.141042|2.141076|2.140878|2.140852|2.140469|2.140498|2.14179|41.376549|41.377106|41.378162|41.378377|41.379086|41.379626|41.379855|41.380275|41.380276|41.38045|41.380794|41.385548|41.385535|41.384803|41.384289|41.383923|41.383241|41.382579|41.381771|41.381347|41.380913|41.380479|41.379952|41.379327|41.377008|41.375499|41.37164|41.370892|41.371189|41.371111|41.371059|41.371078|41.371081|41.371583|41.371991|41.372365|41.372844|41.373187|41.373775|41.373822|41.374168|41.374354|41.374653|41.374862|41.375037|41.375292|41.375313|41.376482|41.376549
0-EU-ES-08-13-001-019-06-004,El Coll,8,2.144402|2.144518|2.144236|2.144007|2.144017|2.144124|2.1446|2.144939|2.145183|2.145479|2.14602|2.146977|2.146989|2.146869|2.146737|2.14643|2.145364|2.145151|2.144899|2.144723|2.144729|2.144752|2.144977|2.147151|2.14801|2.148233|2.149435|2.150251|2.15083|2.150787|2.150391|2.150181|2.150341|2.151197|2.151572|2.151926|2.151891|2.151757|2.151474|2.151234|2.150991|2.150972|2.150969|2.151179|2.151451|2.151574|2.151665|2.151742|2.149236|2.149507|2.149478|2.149449|2.148745|2.147924|2.146999|2.145727|2.145638|2.144876|2.144796|2.1446|2.14451|2.144069|2.144402|41.419926|41.419684|41.419092|41.418126|41.417636|41.417356|41.416967|41.416706|41.416591|41.416644|41.416884|41.416381|41.416371|41.415881|41.415686|41.415532|41.414988|41.414878|41.414693|41.414509|41.414147|41.413354|41.413449|41.414729|41.415405|41.415583|41.415322|41.415445|41.415603|41.415778|41.416096|41.416265|41.416335|41.416337|41.416507|41.416908|41.41696|41.417159|41.417303|41.417535|41.417834|41.417937|41.418058|41.418442|41.418832|41.419122|41.419367|41.420175|41.420354|41.420738|41.421308|41.421609|41.421622|41.421638|41.421259|41.42109|41.420996|41.420866|41.420848|41.420764|41.420545|41.420269|41.419926
0-EU-ES-08-13-001-019-07-001,Sant Genís Dels Agudells - Montbau,8,2.122725|2.119624|2.120974|2.121453|2.120536|2.120472|2.12077|2.120878|2.12126|2.123957|2.124796|2.124867|2.125224|2.126319|2.126628|2.127516|2.128282|2.131023|2.132425|2.13379|2.134709|2.135374|2.135085|2.134291|2.134206|2.13431|2.134485|2.134729|2.1348|2.1352|2.135289|2.135022|2.136097|2.13616|2.136379|2.137188|2.137584|2.137923|2.138109|2.138446|2.138349|2.138141|2.137748|2.137664|2.137676|2.13775|2.137948|2.138438|2.139675|2.140073|2.140644|2.142227|2.144207|2.144677|2.145955|2.146789|2.14771|2.147982|2.148713|2.148225|2.147274|2.146224|2.145385|2.143185|2.142292|2.140766|2.139801|2.135382|2.134174|2.133084|2.1299|2.129101|2.128439|2.127962|2.12674|2.125712|2.122725|41.428803|41.42575|41.425942|41.425722|41.424047|41.422807|41.422137|41.421849|41.421498|41.421548|41.421726|41.421263|41.421224|41.421427|41.421708|41.421974|41.422211|41.421923|41.42143|41.421519|41.421423|41.421307|41.42209|41.422585|41.42277|41.423129|41.423394|41.423595|41.423858|41.424166|41.424438|41.424948|41.424465|41.423813|41.423595|41.423499|41.423351|41.423088|41.422797|41.421884|41.421592|41.421463|41.421313|41.421193|41.421084|41.42096|41.420863|41.420731|41.420373|41.420244|41.42132|41.424859|41.428982|41.429966|41.432517|41.434168|41.435447|41.435692|41.436221|41.437708|41.438226|41.43908|41.439956|41.440394|41.439919|41.440066|41.440647|41.444384|41.445154|41.445912|41.443097|41.439235|41.436006|41.4337|41.432555|41.431629|41.428803
0-EU-ES-08-13-001-019-07-002,Horta,8,2.161446|2.161581|2.16188|2.162235|2.162257|2.162202|2.161795|2.161655|2.161016|2.161135|2.161245|2.161707|2.161099|2.160186|2.159899|2.156042|2.152414|2.138956|2.135036|2.133087|2.134159|2.135439|2.139818|2.140769|2.142274|2.143182|2.144852|2.145382|2.146237|2.147271|2.147951|2.148238|2.148498|2.148714|2.149584|2.150746|2.15183|2.152259|2.152887|2.151253|2.152201|2.153231|2.152802|2.15236|2.15241|2.15267|2.153329|2.153572|2.15397|2.154606|2.155232|2.155471|2.155831|2.156371|2.157008|2.157432|2.15777|2.157856|2.158127|2.158319|2.159221|2.159709|2.16016|2.163921|2.163644|2.164298|2.165519|2.166177|2.16554|2.164937|2.164418|2.163652|2.163338|2.163123|2.163086|2.163317|2.163742|2.163844|2.164207|2.163493|2.163266|2.163372|2.163561|2.163305|2.163732|2.162862|2.162621|2.162139|2.161779|2.161634|2.161468|2.161582|2.161855|2.162153|2.162387|2.1624|2.161571|2.161446|41.441889|41.442082|41.44241|41.4428|41.443003|41.443645|41.443777|41.443522|41.44418|41.445842|41.447267|41.447867|41.449417|41.449158|41.450141|41.450255|41.447194|41.447528|41.447578|41.445914|41.44517|41.444359|41.440643|41.440079|41.439926|41.440398|41.440069|41.439972|41.439083|41.438239|41.437861|41.437714|41.436879|41.436219|41.436782|41.437336|41.437355|41.437202|41.43665|41.435968|41.435143|41.434898|41.434157|41.433858|41.433445|41.433172|41.432685|41.432406|41.431634|41.431219|41.430676|41.43044|41.430083|41.429822|41.429068|41.429195|41.428537|41.428135|41.426627|41.425535|41.42608|41.426272|41.426458|41.428025|41.42811|41.42854|41.429271|41.429635|41.429991|41.430329|41.430686|41.431384|41.431851|41.432418|41.432897|41.433703|41.435053|41.435304|41.436269|41.436485|41.436562|41.436838|41.437183|41.437441|41.437789|41.438339|41.438512|41.438858|41.439279|41.439606|41.43999|41.440394|41.44056|41.440739|41.440881|41.44133|41.441709|41.441889
0-EU-ES-08-13-001-019-07-005,El Guinardó,8,2.168985|2.168976|2.169552|2.169524|2.169515|2.169281|2.169075|2.168797|2.168215|2.167963|2.167421|2.167127|2.167112|2.167931|2.167936|2.167244|2.167071|2.166743|2.166463|2.166053|2.165875|2.165302|2.164918|2.164901|2.165604|2.166313|2.167855|2.168408|2.167974|2.167765|2.167642|2.167647|2.167435|2.167144|2.166504|2.166095|2.167302|2.167993|2.169395|2.169316|2.169512|2.17303|2.174331|2.175453|2.180513|2.180428|2.180371|2.180443|2.180524|2.180706|2.180881|2.180785|2.180518|2.179818|2.178915|2.178573|2.177066|2.176838|2.176391|2.176053|2.172359|2.172391|2.172498|2.171852|2.17187|2.171891|2.170903|2.169978|2.169509|2.168985|41.421274|41.421515|41.422545|41.422982|41.423118|41.423369|41.423179|41.423112|41.423228|41.423279|41.422825|41.422628|41.422552|41.422473|41.422293|41.422165|41.421349|41.420873|41.420796|41.420827|41.420851|41.420641|41.419576|41.418974|41.418382|41.418072|41.418566|41.418809|41.418257|41.418253|41.418129|41.417802|41.417544|41.417274|41.416906|41.416694|41.415436|41.415757|41.415582|41.415239|41.414863|41.412185|41.411188|41.412045|41.41584|41.416447|41.417037|41.417732|41.418619|41.41935|41.420047|41.420411|41.420699|41.421464|41.42244|41.422809|41.424444|41.424679|41.425131|41.425509|41.426517|41.426165|41.424985|41.424027|41.423589|41.423163|41.42286|41.421789|41.421168|41.421274
0-EU-ES-08-13-001-019-07-008,La Font d'En Fargues,8,2.15837|2.158562|2.158532|2.158781|2.159044|2.15817|2.15846|2.15903|2.159182|2.159629|2.16226|2.162626|2.163047|2.163217|2.163236|2.163335|2.163629|2.163868|2.164827|2.165301|2.165877|2.166058|2.166462|2.166742|2.167069|2.167192|2.167245|2.167937|2.167932|2.167113|2.167128|2.167418|2.167962|2.168795|2.169075|2.169281|2.169515|2.169552|2.168976|2.168985|2.169509|2.169978|2.170903|2.171891|2.171852|2.172499|2.17236|2.170994|2.169783|2.167164|2.165075|2.163923|2.161968|2.159973|2.159221|2.158333|2.15837|41.4253|41.424685|41.424304|41.423808|41.423244|41.423038|41.421697|41.421365|41.421366|41.42195|41.422434|41.421576|41.421628|41.421215|41.421169|41.421048|41.421184|41.420957|41.420838|41.420643|41.420853|41.420828|41.420799|41.420874|41.421348|41.421902|41.422167|41.422293|41.422472|41.422553|41.422628|41.422822|41.423279|41.423111|41.42318|41.42337|41.423119|41.422546|41.421515|41.421274|41.421168|41.421788|41.422861|41.423163|41.424025|41.424986|41.426512|41.426897|41.427213|41.427578|41.42781|41.428022|41.427209|41.426376|41.426074|41.425538|41.4253
0-EU-ES-08-13-001-019-07-009,Can Baró,8,2.158646|2.158535|2.157327|2.156981|2.156523|2.156369|2.156365|2.156566|2.156542|2.156323|2.156073|2.155206|2.154827|2.155117|2.155917|2.156651|2.157|2.157233|2.157473|2.157632|2.157809|2.158057|2.159124|2.160216|2.161287|2.161562|2.161844|2.162939|2.164275|2.16567|2.16623|2.167302|2.16609|2.16648|2.167138|2.167431|2.167643|2.167636|2.167759|2.167969|2.168395|2.167869|2.166314|2.1656|2.164897|2.164912|2.165078|2.164397|2.16367|2.163319|2.163048|2.162487|2.161931|2.161724|2.161295|2.161083|2.16135|2.161074|2.16091|2.160153|2.159747|2.15949|2.15883|2.158784|2.158873|2.159129|2.159176|2.159132|2.159052|2.158971|2.158864|2.158646|41.416809|41.416943|41.417796|41.417831|41.417638|41.417423|41.417261|41.416904|41.416725|41.416352|41.416004|41.415661|41.415123|41.414957|41.415122|41.415674|41.416262|41.416524|41.416583|41.416513|41.41615|41.415599|41.414494|41.413915|41.413616|41.413762|41.413874|41.414314|41.414634|41.41488|41.414922|41.415434|41.416695|41.416899|41.417272|41.417545|41.417805|41.418131|41.418257|41.418257|41.418799|41.418566|41.418066|41.418377|41.418978|41.419579|41.420027|41.420009|41.419957|41.419908|41.419922|41.420072|41.419064|41.418692|41.418242|41.418179|41.417482|41.417429|41.417443|41.417794|41.417808|41.417636|41.417026|41.416944|41.416876|41.416767|41.416666|41.416572|41.416515|41.4165|41.416523|41.416809
0-EU-ES-08-13-001-019-03-007,El Poble Sec - Parc de Montjuïc,8,2.154278|2.152606|2.149649|2.149479|2.14844|2.147308|2.148558|2.150443|2.149839|2.149644|2.149526|2.149429|2.149328|2.149188|2.148988|2.148583|2.148276|2.147394|2.146716|2.146033|2.145523|2.145263|2.144984|2.143615|2.14339|2.143285|2.143336|2.142846|2.14166|2.142054|2.142337|2.143107|2.142883|2.143318|2.143752|2.143951|2.144143|2.145281|2.146044|2.146385|2.147436|2.147856|2.148877|2.149382|2.149268|2.149111|2.148792|2.148486|2.148044|2.14734|2.146917|2.146477|2.14614|2.145828|2.145459|2.145149|2.144704|2.144842|2.144822|2.144826|2.144837|2.145068|2.145288|2.145818|2.146026|2.146436|2.146794|2.150692|2.153187|2.15658|2.158504|2.161611|2.162661|2.164219|2.166255|2.168424|2.169273|2.17135|2.171906|2.173624|2.173546|2.17348|2.176084|2.175931|2.176119|2.175402|2.175441|2.174812|2.167531|2.159872|2.159358|2.158402|2.154278|41.375001|41.375017|41.375069|41.375187|41.374496|41.373657|41.372711|41.371271|41.37103|41.370911|41.37085|41.370406|41.370087|41.369833|41.36961|41.369451|41.369466|41.369569|41.369513|41.369306|41.368962|41.368548|41.368349|41.367665|41.367513|41.367306|41.367062|41.366727|41.365655|41.365484|41.365374|41.364912|41.364677|41.364471|41.364107|41.363915|41.363779|41.363268|41.363209|41.362988|41.362589|41.362281|41.361516|41.360519|41.360007|41.359817|41.359688|41.359728|41.359823|41.359958|41.360041|41.360018|41.359904|41.35975|41.359567|41.359411|41.359185|41.358892|41.358591|41.358404|41.357967|41.357576|41.357353|41.356854|41.356497|41.355347|41.354825|41.352914|41.351627|41.352535|41.353754|41.356731|41.357603|41.358769|41.36002|41.361535|41.362342|41.365051|41.366039|41.368177|41.36881|41.369868|41.372721|41.373041|41.373316|41.373839|41.374568|41.374675|41.374961|41.374981|41.374985|41.374986|41.375001
0-EU-ES-08-13-001-019-08-010,Canyelles,8,2.16019|2.161102|2.161597|2.161707|2.161506|2.161238|2.161238|2.161047|2.161025|2.161652|2.161795|2.162216|2.162259|2.162235|2.161454|2.16157|2.162388|2.162369|2.161589|2.161469|2.162716|2.164107|2.171657|2.170836|2.17014|2.169577|2.168773|2.167936|2.164287|2.162524|2.159897|2.16019|41.449157|41.449415|41.448248|41.447872|41.447642|41.447264|41.446803|41.445474|41.444193|41.443526|41.443766|41.443645|41.442991|41.44281|41.441894|41.441701|41.441329|41.440884|41.440393|41.440002|41.440221|41.44063|41.44346|41.444883|41.44465|41.44565|41.447097|41.447603|41.449885|41.449996|41.450146|41.449157
